particle #,x,y,vx,vy,m,Omega,h,density,pressure,dvx/dt,dvy/dt,du/dt
particle 739,0.29,0.79,-2.6316e-15,-2.0155e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.11022e-14,3.02536e-15,5.07943e-14
particle 740,0.29,0.81,-2.96689e-15,-7.19042e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.04992e-15,-1.80272e-14,-1.76027e-13
particle 741,0.29,0.83,-2.85985e-15,6.69649e-15,0.43,0.991062,0.0240029,1074.74,716.491,-9.71445e-16,2.32731e-14,-1.84985e-13
particle 742,0.29,0.85,-2.63721e-15,2.21285e-15,0.43,0.991062,0.0240029,1074.74,716.491,6.99441e-15,-1.45717e-15,4.00506e-14
particle 743,0.29,0.87,-2.96215e-15,2.29742e-16,0.43,0.991062,0.0240029,1074.74,716.491,7.21645e-16,1.61815e-14,-8.07529e-15
particle 744,0.29,0.89,-3.17373e-15,1.68277e-17,0.43,0.991062,0.0240029,1074.74,716.491,-2.77556e-15,-2.30926e-14,-6.20839e-15
particle 745,0.29,0.91,-2.65278e-15,-2.03619e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.11022e-14,3.02536e-15,5.16946e-14
particle 746,0.29,0.93,-2.97321e-15,-7.22565e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.04992e-15,-1.89154e-14,-1.75436e-13
particle 747,0.29,0.95,-2.79261e-15,6.83455e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.16094e-15,2.79637e-14,-1.84427e-13
particle 748,0.29,0.97,-2.58207e-15,2.33388e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.16851e-14,9.85323e-16,4.11852e-14
particle 749,0.29,0.99,-3.11653e-15,5.33747e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.33227e-15,3.6679e-14,-8.46691e-16
particle 750,0.31,0.01,2.75109e-15,-3.3167e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.90361e-14,1.20299e-14,-2.4967e-14
particle 751,0.31,0.03,3.03889e-15,-5.97809e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.32466e-14,1.41379e-14,-4.38699e-14
particle 752,0.31,0.05,2.9838e-15,-4.35865e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.61487e-14,1.68779e-14,-6.35273e-14
particle 753,0.31,0.07,2.45564e-15,5.69719e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.87988e-14,-2.33644e-14,-5.61247e-14
particle 754,0.31,0.09,2.7324e-15,3.44802e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.95215e-14,-4.39007e-15,-3.62964e-14
particle 755,0.31,0.11,2.82812e-15,-7.0572e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.94293e-14,-1.07971e-14,-3.79019e-14
particle 756,0.31,0.13,2.82421e-15,5.6013e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.03763e-14,-1.48278e-15,-2.10132e-14
particle 757,0.31,0.15,2.87949e-15,-1.50084e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.4704e-14,3.93065e-15,-4.50126e-14
particle 758,0.31,0.17,3.32248e-15,-3.00634e-17,0.43,0.991062,0.0240029,1074.74,716.491,-9.11834e-15,-4.65222e-16,-8.2471e-14
particle 759,0.31,0.19,2.85543e-15,1.19493e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.42086e-14,-7.39575e-15,-3.06327e-14
particle 760,0.31,0.21,3.04665e-15,-1.219e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.50658e-14,4.47139e-15,-3.38273e-14
particle 761,0.31,0.23,3.32786e-15,-3.41711e-17,0.43,0.991062,0.0240029,1074.74,716.491,-8.28714e-15,1.44918e-15,-8.70416e-14
particle 762,0.31,0.25,2.8319e-15,1.64419e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.1273e-14,-1.49346e-14,-3.48343e-14
particle 763,0.31,0.27,2.60537e-15,-5.66574e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.78496e-14,4.1203e-15,2.46153e-14
particle 764,0.31,0.29,3.09732e-15,-3.29338e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.17718e-14,-7.89817e-15,-9.73793e-14
particle 765,0.31,0.31,3.04549e-15,3.08389e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.83937e-14,-9.26626e-15,-8.94498e-14
particle 766,0.31,0.33,2.57219e-15,2.91917e-18,0.43,0.991062,0.0240029,1074.74,716.491,-3.16588e-14,-9.20025e-17,4.02601e-14
particle 767,0.31,0.35,2.94392e-15,-3.13939e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.05532e-14,7.24116e-15,-8.79464e-14
particle 768,0.31,0.37,3.01698e-15,3.13853e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.47548e-14,-5.69817e-15,-8.71902e-14
particle 769,0.31,0.39,2.57218e-15,1.79688e-17,0.43,0.991062,0.0240029,1074.74,716.491,-3.16592e-14,3.41888e-15,4.09591e-14
particle 770,0.31,0.41,2.94392e-15,-3.13939e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.05532e-14,7.24117e-15,-8.79304e-14
particle 771,0.31,0.43,3.01888e-15,3.1394e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.45311e-14,-5.64187e-15,-8.73888e-14
particle 772,0.31,0.45,2.57611e-15,2.87015e-17,0.43,0.991062,0.0240029,1074.74,716.491,-3.12172e-14,3.25133e-15,3.92959e-14
particle 773,0.31,0.47,2.96733e-15,-2.97738e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.39675e-14,2.01196e-14,-9.21581e-14
particle 774,0.31,0.49,3.51668e-15,3.41757e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.93232e-15,4.83435e-15,-1.05343e-13
particle 775,0.31,0.51,2.8057e-15,9.79629e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.72261e-14,-2.19774e-14,7.31578e-15
particle 776,0.31,0.53,2.74736e-15,-3.41921e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.52997e-14,-2.00328e-14,1.83383e-14
particle 777,0.31,0.55,2.17649e-15,-2.3629e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.70001e-14,4.23975e-15,5.21944e-14
particle 778,0.31,0.57,2.44065e-15,-7.00239e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.89015e-14,-1.33366e-14,-1.77473e-13
particle 779,0.31,0.59,2.63346e-15,6.98048e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.62749e-14,1.31233e-14,-1.78376e-13
particle 780,0.31,0.61,2.49426e-15,2.33833e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.84725e-14,1.00158e-15,4.99734e-14
particle 781,0.31,0.63,2.95521e-15,3.18267e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.07992e-14,1.44833e-14,5.1607e-15
particle 782,0.31,0.65,2.90807e-15,-3.3859e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.14279e-14,-2.00676e-14,5.62161e-15
particle 783,0.31,0.67,2.17239e-15,-2.35579e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.16042e-14,-1.71705e-16,5.23339e-14
particle 784,0.31,0.69,2.40872e-15,-6.97399e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.24543e-14,-1.24067e-14,-1.76286e-13
particle 785,0.31,0.71,2.63346e-15,6.98301e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.62749e-14,1.40115e-14,-1.77725e-13
particle 786,0.31,0.73,2.49426e-15,2.33833e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.84725e-14,1.00158e-15,5.00054e-14
particle 787,0.31,0.75,2.95521e-15,3.18267e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.07992e-14,1.44833e-14,5.1607e-15
particle 788,0.31,0.77,2.90807e-15,-3.3859e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.14279e-14,-2.00676e-14,5.62161e-15
particle 789,0.31,0.79,2.17239e-15,-2.35579e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.16042e-14,-1.71705e-16,5.23339e-14
particle 790,0.31,0.81,2.40872e-15,-6.97399e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.24543e-14,-1.24067e-14,-1.76286e-13
particle 791,0.31,0.83,2.63346e-15,6.98301e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.62749e-14,1.40115e-14,-1.77724e-13
particle 792,0.31,0.85,2.49426e-15,2.33825e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.84725e-14,1.00158e-15,5.00097e-14
particle 793,0.31,0.87,2.95523e-15,3.18122e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.07988e-14,1.44835e-14,5.29666e-15
particle 794,0.31,0.89,2.90556e-15,-3.47745e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.14297e-14,-2.09567e-14,6.06843e-15
particle 795,0.31,0.91,2.15044e-15,-2.3988e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.97858e-14,-8.86213e-16,5.29688e-14
particle 796,0.31,0.93,2.37901e-15,-7.05837e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.23432e-14,-1.50713e-14,-1.75238e-13
particle 797,0.31,0.95,2.62415e-15,6.79396e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.73906e-14,1.70619e-14,-1.76984e-13
particle 798,0.31,0.97,2.25593e-15,2.13226e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.18006e-14,-4.03481e-15,4.49681e-14
particle 799,0.31,0.99,2.72384e-15,6.08002e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.60367e-14,3.68761e-14,2.58391e-15
particle 800,0.33,0.01,3.85537e-17,-4.32149e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.88578e-16,1.68615e-14,9.91498e-14
particle 801,0.33,0.03,-5.90946e-17,-6.24917e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.94129e-15,6.95277e-15,8.57823e-14
particle 802,0.33,0.05,-1.24983e-16,-5.61517e-16,0.43,0.991062,0.0240029,1074.74,716.491,-8.57647e-15,2.83107e-15,6.64752e-14
particle 803,0.33,0.07,-6.53358e-17,2.6474e-16,0.43,0.991062,0.0240029,1074.74,716.491,5.63438e-15,-2.22322e-14,6.40357e-14
particle 804,0.33,0.09,7.03131e-18,3.37424e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.94129e-15,-3.89966e-15,7.89251e-14
particle 805,0.33,0.11,3.34975e-17,2.38314e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.41553e-15,-7.84095e-15,8.09921e-14
particle 806,0.33,0.13,-7.26042e-17,1.22416e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.16573e-15,4.85723e-16,1.01027e-13
particle 807,0.33,0.15,-1.74361e-16,-1.24482e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.52656e-15,2.40086e-15,8.23305e-14
particle 808,0.33,0.17,-5.17472e-17,7.73049e-17,0.43,0.991062,0.0240029,1074.74,716.491,0,1.52656e-16,5.50185e-14
particle 809,0.33,0.19,1.24272e-16,7.2454e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.60822e-15,-4.32987e-15,9.90609e-14
particle 810,0.33,0.21,-1.18505e-17,-7.06686e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.88578e-16,6.60583e-15,9.94997e-14
particle 811,0.33,0.23,3.39715e-18,-6.88515e-17,0.43,0.991062,0.0240029,1074.74,716.491,-4.66294e-15,-2.1233e-15,5.56402e-14
particle 812,0.33,0.25,1.10763e-16,1.28791e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.60822e-15,-1.23235e-14,9.10652e-14
particle 813,0.33,0.27,-8.71408e-17,-5.13838e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.66374e-15,3.10862e-15,1.39866e-13
particle 814,0.33,0.29,-2.67032e-17,-2.68149e-15,0.43,0.991062,0.0240029,1074.74,716.491,-7.32747e-15,4.8711e-15,3.74544e-14
particle 815,0.33,0.31,-4.6691e-17,2.55797e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.27676e-15,-2.3398e-14,4.55589e-14
particle 816,0.33,0.33,-4.5585e-17,-1.22771e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.35603e-15,-2.02616e-15,1.56257e-13
particle 817,0.33,0.35,1.54057e-17,-2.57618e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.30371e-15,1.27398e-14,4.07985e-14
particle 818,0.33,0.37,-4.41629e-17,2.67462e-15,0.43,0.991062,0.0240029,1074.74,716.491,-9.4369e-16,-1.39749e-14,4.53346e-14
particle 819,0.33,0.39,-4.5585e-17,-1.22455e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.35603e-15,-2.02616e-15,1.57091e-13
particle 820,0.33,0.41,1.54057e-17,-2.57618e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.30371e-15,1.27398e-14,4.08394e-14
particle 821,0.33,0.43,-4.79551e-17,2.68209e-15,0.43,0.991062,0.0240029,1074.74,716.491,-9.4369e-16,-1.30174e-14,4.47922e-14
particle 822,0.33,0.45,-6.58099e-17,-7.86084e-17,0.43,0.991062,0.0240029,1074.74,716.491,-6.35603e-15,2.60902e-15,1.54461e-13
particle 823,0.33,0.47,-8.11365e-17,-2.27593e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.08167e-15,3.14887e-14,3.91095e-14
particle 824,0.33,0.49,1.0302e-16,2.98191e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.11022e-15,-5.19029e-15,3.74985e-14
particle 825,0.33,0.51,5.70405e-17,8.78044e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.02456e-15,-2.0331e-14,1.33121e-13
particle 826,0.33,0.53,-1.44181e-16,-4.68095e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.88578e-16,-1.93873e-14,1.32492e-13
particle 827,0.33,0.55,5.24583e-17,-2.45448e-15,0.43,0.991062,0.0240029,1074.74,716.491,8.88178e-16,2.40086e-15,1.57722e-13
particle 828,0.33,0.57,-4.26619e-18,-6.40323e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.32117e-14,-5.7454e-15,-6.33072e-14
particle 829,0.33,0.59,-6.8891e-17,6.48701e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.47105e-15,9.49241e-15,-6.34921e-14
particle 830,0.33,0.61,7.0076e-17,2.51563e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.13798e-15,-4.41314e-15,1.59991e-13
particle 831,0.33,0.63,6.48618e-17,3.66141e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.7486e-15,1.8166e-14,1.25771e-13
particle 832,0.33,0.65,-1.68277e-16,-4.1935e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.93889e-16,-1.62925e-14,1.24728e-13
particle 833,0.33,0.67,-5.24583e-17,-2.43315e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.9968e-15,4.78784e-15,1.57849e-13
particle 834,0.33,0.69,-3.04163e-17,-6.32494e-15,0.43,0.991062,0.0240029,1074.74,716.491,-8.18789e-15,-1.33227e-15,-6.31415e-14
particle 835,0.33,0.71,-6.8891e-17,6.48701e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.47105e-15,9.49241e-15,-6.24675e-14
particle 836,0.33,0.73,7.0076e-17,2.51563e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.13798e-15,-4.41314e-15,1.6012e-13
particle 837,0.33,0.75,6.48618e-17,3.66141e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.7486e-15,1.8166e-14,1.25773e-13
particle 838,0.33,0.77,-1.68277e-16,-4.1935e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.93889e-16,-1.62925e-14,1.24728e-13
particle 839,0.33,0.79,-5.24583e-17,-2.43315e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.9968e-15,4.78784e-15,1.57849e-13
particle 840,0.33,0.81,-3.04163e-17,-6.32494e-15,0.43,0.991062,0.0240029,1074.74,716.491,-8.18789e-15,-1.33227e-15,-6.31415e-14
particle 841,0.33,0.83,-6.8891e-17,6.48701e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.47105e-15,9.49241e-15,-6.24681e-14
particle 842,0.33,0.85,7.0076e-17,2.51563e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.13798e-15,-4.41314e-15,1.60115e-13
particle 843,0.33,0.87,6.48618e-17,3.67247e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.7486e-15,1.8166e-14,1.25834e-13
particle 844,0.33,0.89,-1.69541e-16,-4.2488e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.13798e-15,-1.64035e-14,1.25036e-13
particle 845,0.33,0.91,-4.86661e-17,-2.45124e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.55271e-15,4.03844e-15,1.57967e-13
particle 846,0.33,0.93,-1.52477e-17,-6.3721e-15,0.43,0.991062,0.0240029,1074.74,716.491,-6.63358e-15,-6.16174e-15,-6.33136e-14
particle 847,0.33,0.95,-6.02006e-17,6.39414e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.69149e-15,4.53804e-15,-6.33423e-14
particle 848,0.33,0.97,9.44881e-17,2.40084e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.41474e-15,4.16334e-16,1.52387e-13
particle 849,0.33,0.99,-8.84838e-18,6.94243e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.88498e-15,3.56937e-14,1.20996e-13
particle 850,0.35,0.01,-2.78116e-15,-9.91888e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.3517e-14,2.362e-14,-2.04188e-14
particle 851,0.35,0.03,-3.05364e-15,-6.56242e-16,0.43,0.991062,0.0240029,1074.74,716.491,7.16094e-15,4.6213e-15,-3.8409e-14
particle 852,0.35,0.05,-3.1855e-15,-5.32286e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.52656e-14,2.00534e-14,-6.12707e-14
particle 853,0.35,0.07,-2.91625e-15,4.55218e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.46549e-14,-1.96509e-14,-5.42657e-14
particle 854,0.35,0.09,-2.64685e-15,1.64564e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.27676e-14,-5.6205e-15,-3.36005e-14
particle 855,0.35,0.11,-2.60703e-15,8.76938e-18,0.43,0.991062,0.0240029,1074.74,716.491,1.16573e-14,-1.38223e-14,-3.57625e-14
particle 856,0.35,0.13,-2.86451e-15,9.21575e-17,0.43,0.991062,0.0240029,1074.74,716.491,9.6867e-15,-4.17721e-15,-1.9472e-14
particle 857,0.35,0.15,-2.9157e-15,-1.50758e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.16573e-15,5.1209e-15,-4.59127e-14
particle 858,0.35,0.17,-3.43041e-15,2.54233e-16,0.43,0.991062,0.0240029,1074.74,716.491,6.05072e-15,-3.40006e-15,-8.09674e-14
particle 859,0.35,0.19,-2.95046e-15,1.06532e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.63758e-14,-3.2474e-15,-2.5858e-14
particle 860,0.35,0.21,-3.13035e-15,-1.23546e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.76996e-15,7.07767e-15,-2.9851e-14
particle 861,0.35,0.23,-3.58107e-15,1.11276e-16,0.43,0.991062,0.0240029,1074.74,716.491,6.93889e-15,2.08167e-15,-8.1336e-14
particle 862,0.35,0.25,-2.8698e-15,1.52093e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.02418e-14,-1.67227e-14,-2.93739e-14
particle 863,0.35,0.27,-2.57298e-15,-5.95528e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.35447e-14,1.40166e-15,2.62498e-14
particle 864,0.35,0.29,-3.34666e-15,-3.20426e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.27196e-15,-1.01863e-14,-9.2337e-14
particle 865,0.35,0.31,-3.39944e-15,2.95801e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.21885e-15,-1.48076e-14,-8.53277e-14
particle 866,0.35,0.33,-2.55252e-15,-1.00729e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.28786e-14,2.92821e-15,4.10308e-14
particle 867,0.35,0.35,-3.01564e-15,-3.03543e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.32117e-14,2.2482e-15,-8.34119e-14
particle 868,0.35,0.37,-3.36088e-15,3.02923e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.9968e-15,-4.08007e-15,-8.25581e-14
particle 869,0.35,0.39,-2.55252e-15,-5.01672e-18,0.43,0.991062,0.0240029,1074.74,716.491,1.28786e-14,2.92821e-15,4.21974e-14
particle 870,0.35,0.41,-3.01564e-15,-3.03543e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.32117e-14,2.2482e-15,-8.33572e-14
particle 871,0.35,0.43,-3.36088e-15,3.03207e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.9968e-15,-3.16414e-15,-8.31043e-14
particle 872,0.35,0.45,-2.55126e-15,2.89548e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.28786e-14,7.48013e-15,3.94802e-14
particle 873,0.35,0.47,-3.06668e-15,-2.8984e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.25455e-14,1.92485e-14,-8.95727e-14
particle 874,0.35,0.49,-3.55903e-15,3.30278e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.38458e-15,9.36751e-15,-1.00637e-13
particle 875,0.35,0.51,-2.77033e-15,8.43441e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.84852e-14,-2.14273e-14,9.90811e-15
particle 876,0.35,0.53,-2.67126e-15,-2.45582e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.12133e-14,-2.21906e-14,1.89493e-14
particle 877,0.35,0.55,-2.52929e-15,-2.15316e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.50158e-14,1.17961e-15,5.79083e-14
particle 878,0.35,0.57,-2.78906e-15,-7.10257e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.27398e-14,-1.54182e-14,-1.69141e-13
particle 879,0.35,0.59,-2.68106e-15,6.63585e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.21014e-14,1.25733e-14,-1.75258e-13
particle 880,0.35,0.61,-2.45211e-15,2.18658e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.64035e-14,-6.88338e-15,5.02067e-14
particle 881,0.35,0.63,-2.68912e-15,2.62568e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.84852e-14,2.06085e-14,4.60716e-15
particle 882,0.35,0.65,-2.92028e-15,-1.09104e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.16573e-14,-2.66176e-14,4.76702e-15
particle 883,0.35,0.67,-2.49129e-15,-2.10627e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.27676e-14,5.55112e-15,5.54944e-14
particle 884,0.35,0.69,-2.8194e-15,-6.9711e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.1871e-15,-1.18655e-14,-1.69639e-13
particle 885,0.35,0.71,-2.68106e-15,6.65355e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.21014e-14,1.16851e-14,-1.7396e-13
particle 886,0.35,0.73,-2.45211e-15,2.18658e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.64035e-14,-6.88338e-15,5.04767e-14
particle 887,0.35,0.75,-2.68912e-15,2.62568e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.84852e-14,2.06085e-14,4.6221e-15
particle 888,0.35,0.77,-2.92028e-15,-1.09104e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.16573e-14,-2.66176e-14,4.76702e-15
particle 889,0.35,0.79,-2.49129e-15,-2.10627e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.27676e-14,5.55112e-15,5.54944e-14
particle 890,0.35,0.81,-2.8194e-15,-6.9711e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.1871e-15,-1.18655e-14,-1.69639e-13
particle 891,0.35,0.83,-2.68106e-15,6.65355e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.21014e-14,1.16851e-14,-1.7396e-13
particle 892,0.35,0.85,-2.45211e-15,2.18658e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.64035e-14,-6.88338e-15,5.04705e-14
particle 893,0.35,0.87,-2.68912e-15,2.62568e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.84852e-14,2.06085e-14,4.64308e-15
particle 894,0.35,0.89,-2.92028e-15,-1.04127e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.16573e-14,-2.66176e-14,5.18052e-15
particle 895,0.35,0.91,-2.49129e-15,-2.14166e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.27676e-14,5.55112e-15,5.60894e-14
particle 896,0.35,0.93,-2.75872e-15,-7.00681e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.1871e-15,-1.26982e-14,-1.69042e-13
particle 897,0.35,0.95,-2.61249e-15,6.69538e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.31561e-14,1.28231e-14,-1.72664e-13
particle 898,0.35,0.97,-2.38938e-15,2.17714e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.22045e-14,-4.31599e-15,4.80906e-14
particle 899,0.35,0.99,-2.7727e-15,5.9695e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.55431e-14,5.1778e-14,5.98903e-15
particle 900,0.37,0.01,2.73955e-15,-3.53395e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.56183e-14,1.77913e-14,-2.00604e-14
particle 901,0.37,0.03,3.11286e-15,-5.92105e-16,0.43,0.991062,0.0240029,1074.74,716.491,-8.96364e-15,1.48563e-15,-3.68721e-14
particle 902,0.37,0.05,3.13841e-15,-6.02639e-16,0.43,0.991062,0.0240029,1074.74,716.491,-8.34675e-15,2.41234e-14,-6.1928e-14
particle 903,0.37,0.07,2.69727e-15,6.43844e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.41862e-14,-3.0269e-14,-5.73687e-14
particle 904,0.37,0.09,2.82677e-15,4.37809e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.39468e-14,-3.32352e-15,-3.04666e-14
particle 905,0.37,0.11,2.92065e-15,-7.04469e-17,0.43,0.991062,0.0240029,1074.74,716.491,-5.87405e-15,-1.12637e-14,-3.0135e-14
particle 906,0.37,0.13,2.98974e-15,1.85722e-17,0.43,0.991062,0.0240029,1074.74,716.491,-7.51124e-15,-1.09108e-15,-1.54292e-14
particle 907,0.37,0.15,2.91985e-15,-1.50093e-15,0.43,0.991062,0.0240029,1074.74,716.491,-7.62945e-15,3.92908e-15,-4.10268e-14
particle 908,0.37,0.17,3.4358e-15,-7.31054e-17,0.43,0.991062,0.0240029,1074.74,716.491,-2.57668e-15,-2.30142e-15,-8.07119e-14
particle 909,0.37,0.19,3.04879e-15,1.22071e-15,0.43,0.991062,0.0240029,1074.74,716.491,-9.51914e-15,-2.4281e-15,-2.95101e-14
particle 910,0.37,0.21,3.09232e-15,-1.12242e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.20252e-14,7.72639e-15,-3.0362e-14
particle 911,0.37,0.23,3.31852e-15,-5.53506e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.33372e-14,4.1422e-15,-8.39987e-14
particle 912,0.37,0.25,2.8721e-15,1.62767e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.31113e-14,-1.76717e-14,-3.1718e-14
particle 913,0.37,0.27,2.61527e-15,-5.71423e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.785e-14,7.58955e-15,2.77191e-14
